project;version;class;bugs
Tomcat;6.0.389418;org.apache.tomcat.util.buf.CharChunk;1
Tomcat;6.0.389418;org.apache.jasper.compiler.ScriptingVariabler;0
Tomcat;6.0.389418;javax.el.BeanELResolver$BeanProperty;0
Tomcat;6.0.389418;org.apache.catalina.util.URL;0
Tomcat;6.0.389418;org.apache.tomcat.util.net.puretls.PureTLSSocketFactory;0
Tomcat;6.0.389418;org.apache.catalina.loader.WebappClassLoader;4
Tomcat;6.0.389418;javax.servlet.http.HttpSessionContext;0
Tomcat;6.0.389418;org.apache.tomcat.util.threads.ThreadPool;0
Tomcat;6.0.389418;org.apache.jasper.compiler.tagplugin.TagPlugin;0
Tomcat;6.0.389418;org.apache.catalina.core.NamingContextListener;0
Tomcat;6.0.389418;org.apache.catalina.session.ManagerBase;0
Tomcat;6.0.389418;org.apache.jk.common.JkMX;0
Tomcat;6.0.389418;org.apache.catalina.ssi.SSIFsize;0
Tomcat;6.0.389418;org.apache.jasper.xmlparser.XMLChar;0
Tomcat;6.0.389418;javax.servlet.ServletContextListener;0
Tomcat;6.0.389418;org.apache.catalina.util.MIME2Java;0
Tomcat;6.0.389418;org.apache.catalina.Loader;0
Tomcat;6.0.389418;org.apache.tomcat.jni.OS;0
Tomcat;6.0.389418;org.apache.catalina.ssi.SSIServletRequestUtil;0
Tomcat;6.0.389418;org.apache.tomcat.util.collections.MultiMap;0
Tomcat;6.0.389418;org.apache.catalina.startup.ContextConfig$ContextErrorHandler;0
Tomcat;6.0.389418;org.apache.jasper.compiler.Localizer;0
Tomcat;6.0.389418;org.apache.tomcat.util.digester.RulesBase;0
Tomcat;6.0.389418;org.apache.catalina.startup.ContextConfig;1
Tomcat;6.0.389418;org.apache.jasper.compiler.ScriptingVariabler$ScriptingVariableVisitor;0
Tomcat;6.0.389418;org.apache.jasper.compiler.SmapUtil$1;0
Tomcat;6.0.389418;javax.servlet.http.NoBodyResponse;0
Tomcat;6.0.389418;org.apache.catalina.startup.PasswdUserDatabase;0
Tomcat;6.0.389418;org.apache.jk.core.WorkerEnv;0
Tomcat;6.0.389418;org.apache.jasper.tagplugins.jstl.core.ForEach;0
Tomcat;6.0.389418;org.apache.catalina.util.ParameterMap;0
Tomcat;6.0.389418;org.apache.jasper.runtime.PageContextImpl$5;0
Tomcat;6.0.389418;org.apache.catalina.startup.Catalina;0
Tomcat;6.0.389418;javax.servlet.jsp.el.ImplicitObjectELResolver$ScopeManager;0
Tomcat;6.0.389418;org.apache.tomcat.util.log.CaptureLog;0
Tomcat;6.0.389418;javax.servlet.Servlet;0
Tomcat;6.0.389418;org.apache.coyote.http11.OutputFilter;0
Tomcat;6.0.389418;org.apache.tomcat.util.IntrospectionUtils$PropertySource;0
Tomcat;6.0.389418;org.apache.jasper.tagplugins.jstl.core.Choose;0
Tomcat;6.0.389418;org.apache.catalina.authenticator.SingleSignOn;1
Tomcat;6.0.389418;org.apache.jasper.runtime.PageContextImpl$2;0
Tomcat;6.0.389418;javax.el.BeanELResolver;0
Tomcat;6.0.389418;javax.el.CompositeELResolver$FeatureIterator;0
Tomcat;6.0.389418;org.apache.jasper.xmlparser.MyEntityResolver;0
Tomcat;6.0.389418;org.apache.catalina.ant.jmx.JMXAccessorCondition;0
Tomcat;6.0.389418;org.apache.catalina.servlets.WebdavStatus;0
Tomcat;6.0.389418;org.apache.tomcat.util.http.mapper.MappingData;0
Tomcat;6.0.389418;org.apache.catalina.util.Extension;0
Tomcat;6.0.389418;org.apache.catalina.ssi.ExpressionParseTree$StringNode;0
Tomcat;6.0.389418;javax.servlet.jsp.tagext.PageData;0
Tomcat;6.0.389418;org.apache.catalina.servlets.CGIServlet$CGIEnvironment;0
Tomcat;6.0.389418;org.apache.catalina.ssi.SSISet;0
Tomcat;6.0.389418;org.apache.jasper.runtime.ProtectedFunctionMapper$3;0
Tomcat;6.0.389418;org.apache.tomcat.util.digester.ObjectParamRule;0
Tomcat;6.0.389418;org.apache.catalina.ant.StopTask;0
Tomcat;6.0.389418;org.apache.catalina.authenticator.FormAuthenticator;1
Tomcat;6.0.389418;org.apache.jasper.runtime.PageContextImpl$1;0
Tomcat;6.0.389418;org.apache.catalina.startup.TldConfig;0
Tomcat;6.0.389418;org.apache.jasper.runtime.JspFactoryImpl;0
Tomcat;6.0.389418;org.apache.naming.StringManager;0
Tomcat;6.0.389418;org.apache.catalina.util.LifecycleSupport;0
Tomcat;6.0.389418;org.apache.tomcat.util.digester.ArrayStack;0
Tomcat;6.0.389418;org.apache.catalina.deploy.SecurityCollection;0
Tomcat;6.0.389418;org.apache.jasper.compiler.ScriptingVariabler$CustomTagCounter;0
Tomcat;6.0.389418;org.apache.jk.server.JkCoyoteHandler;0
Tomcat;6.0.389418;org.apache.tomcat.jni.Socket;0
Tomcat;6.0.389418;org.apache.tomcat.jni.Sockaddr;0
Tomcat;6.0.389418;org.apache.catalina.core.DummyRequest;0
Tomcat;6.0.389418;org.apache.catalina.session.PersistentManagerBase$PrivilegedStoreKeys;0
Tomcat;6.0.389418;org.apache.catalina.startup.WebRuleSet;2
Tomcat;6.0.389418;org.apache.jasper.compiler.TagFileProcessor;1
Tomcat;6.0.389418;org.apache.jasper.util.Queue;0
Tomcat;6.0.389418;org.apache.jasper.compiler.ELParser$Token;0
Tomcat;6.0.389418;org.apache.jasper.compiler.Node$NamedAttribute$1AttributeVisitor;0
Tomcat;6.0.389418;javax.servlet.jsp.JspException;0
Tomcat;6.0.389418;org.apache.catalina.users.AbstractGroup;0
Tomcat;6.0.389418;org.apache.tomcat.util.digester.Digester;0
Tomcat;6.0.389418;org.apache.catalina.servlets.DefaultServlet$1;0
